areaId,timestamp,temperatureC,precipitationMm,windKph,icyFlag
12,2026-03-22T18:00:00+00:00,6.51,0.0,8.68,0
12,2026-03-22T19:00:00+00:00,7.53,1.3,9.58,0
12,2026-03-22T20:00:00+00:00,7.0,0.55,20.87,0
12,2026-03-22T21:00:00+00:00,7.18,0.0,9.51,0
12,2026-03-22T22:00:00+00:00,6.83,0.47,18.88,0
12,2026-03-22T23:00:00+00:00,6.29,2.26,19.63,0
12,2026-03-23T00:00:00+00:00,6.4,0.0,3.7,0
12,2026-03-23T01:00:00+00:00,3.41,2.16,14.2,0
12,2026-03-23T02:00:00+00:00,5.71,0.0,25.71,0
12,2026-03-23T03:00:00+00:00,6.15,0.98,5.76,0
12,2026-03-23T04:00:00+00:00,7.63,0.62,11.21,0
12,2026-03-23T05:00:00+00:00,8.28,0.03,7.36,0
12,2026-03-23T06:00:00+00:00,8.19,1.28,20.21,0
12,2026-03-23T07:00:00+00:00,9.76,0.0,26.79,0
12,2026-03-23T08:00:00+00:00,10.41,0.48,23.95,0
12,2026-03-23T09:00:00+00:00,12.02,1.97,8.27,0
12,2026-03-23T10:00:00+00:00,12.23,0.36,20.13,0
12,2026-03-23T11:00:00+00:00,12.38,0.31,3.26,0
12,2026-03-23T12:00:00+00:00,10.46,1.3,18.06,0
13,2026-03-20T13:00:00+00:00,11.28,0.0,18.19,0
13,2026-03-20T14:00:00+00:00,11.81,0.84,11.58,0
13,2026-03-20T15:00:00+00:00,12.96,0.0,12.12,0
13,2026-03-20T16:00:00+00:00,10.99,0.0,15.8,0
13,2026-03-20T17:00:00+00:00,8.17,0.39,10.22,0
13,2026-03-20T18:00:00+00:00,11.39,1.62,11.28,0
13,2026-03-20T19:00:00+00:00,8.26,1.21,23.38,0
13,2026-03-20T20:00:00+00:00,5.44,0.0,14.57,0
13,2026-03-20T21:00:00+00:00,6.05,0.0,9.5,0
13,2026-03-20T22:00:00+00:00,2.54,0.41,13.91,0
13,2026-03-20T23:00:00+00:00,6.01,0.19,12.17,0
13,2026-03-21T00:00:00+00:00,6.49,1.05,11.65,0
13,2026-03-21T01:00:00+00:00,5.22,0.15,16.44,0
13,2026-03-21T02:00:00+00:00,6.45,0.21,0.79,0
13,2026-03-21T03:00:00+00:00,7.78,0.93,13.37,0
13,2026-03-21T04:00:00+00:00,8.32,2.11,13.4,0
13,2026-03-21T05:00:00+00:00,8.35,0.57,15.51,0
13,2026-03-21T06:00:00+00:00,11.0,0.0,14.67,0
13,2026-03-21T07:00:00+00:00,11.49,0.1,13.0,0
13,2026-03-21T08:00:00+00:00,10.61,0.0,17.65,0
13,2026-03-21T09:00:00+00:00,14.72,1.38,21.39,0
13,2026-03-21T10:00:00+00:00,13.06,0.61,12.07,0
13,2026-03-21T11:00:00+00:00,13.22,0.05,12.07,0
13,2026-03-21T12:00:00+00:00,11.92,0.05,12.63,0
13,2026-03-21T13:00:00+00:00,11.4,0.0,7.09,0
13,2026-03-21T14:00:00+00:00,11.61,1.08,14.55,0
13,2026-03-21T15:00:00+00:00,6.78,0.63,15.84,0
13,2026-03-21T16:00:00+00:00,11.72,0.65,12.55,0
13,2026-03-21T17:00:00+00:00,12.34,0.08,18.59,0
13,2026-03-21T18:00:00+00:00,7.0,0.62,14.91,0
13,2026-03-21T19:00:00+00:00,10.01,1.46,13.63,0
13,2026-03-21T20:00:00+00:00,7.7,0.57,15.31,0
13,2026-03-21T21:00:00+00:00,4.83,0.95,11.97,0
13,2026-03-21T22:00:00+00:00,2.97,0.83,16.48,0
13,2026-03-21T23:00:00+00:00,5.35,0.35,24.03,0
13,2026-03-22T00:00:00+00:00,4.41,0.36,18.71,0
13,2026-03-22T01:00:00+00:00,4.83,0.0,17.73,0
13,2026-03-22T02:00:00+00:00,3.71,0.17,17.43,0
13,2026-03-22T03:00:00+00:00,7.48,0.0,23.77,0
13,2026-03-22T04:00:00+00:00,9.71,0.01,14.67,0
13,2026-03-22T05:00:00+00:00,7.86,0.73,10.06,0
13,2026-03-22T06:00:00+00:00,6.63,0.88,20.48,0
13,2026-03-22T07:00:00+00:00,7.4,0.0,16.24,0
13,2026-03-22T08:00:00+00:00,9.28,0.54,20.9,0
13,2026-03-22T09:00:00+00:00,12.09,3.67,22.46,0
13,2026-03-22T10:00:00+00:00,12.35,1.25,9.48,0
13,2026-03-22T11:00:00+00:00,12.18,1.38,2.45,0
13,2026-03-22T12:00:00+00:00,11.99,0.38,12.53,0
13,2026-03-22T13:00:00+00:00,11.28,0.0,22.23,0
13,2026-03-22T14:00:00+00:00,12.92,0.92,16.55,0
13,2026-03-22T15:00:00+00:00,11.1,0.1,19.58,0
13,2026-03-22T16:00:00+00:00,7.6,1.23,19.06,0
13,2026-03-22T17:00:00+00:00,11.25,0.34,13.67,0
13,2026-03-22T18:00:00+00:00,10.91,1.74,11.59,0
13,2026-03-22T19:00:00+00:00,8.03,0.0,16.31,0
13,2026-03-22T20:00:00+00:00,6.66,0.0,12.51,0
13,2026-03-22T21:00:00+00:00,3.9,0.15,4.68,0
13,2026-03-22T22:00:00+00:00,4.66,0.24,23.23,0
13,2026-03-22T23:00:00+00:00,7.06,0.0,16.58,0
13,2026-03-23T00:00:00+00:00,3.37,0.61,13.79,0
13,2026-03-23T01:00:00+00:00,4.41,0.53,11.46,0
13,2026-03-23T02:00:00+00:00,3.78,1.02,9.17,0
13,2026-03-23T03:00:00+00:00,5.23,0.75,20.16,0
13,2026-03-23T04:00:00+00:00,5.17,0.8,17.05,0
13,2026-03-23T05:00:00+00:00,10.51,0.15,15.01,0
13,2026-03-23T06:00:00+00:00,12.02,0.59,8.16,0
13,2026-03-23T07:00:00+00:00,8.43,0.62,17.11,0
13,2026-03-23T08:00:00+00:00,9.11,0.37,12.77,0
13,2026-03-23T09:00:00+00:00,10.23,0.0,18.74,0
13,2026-03-23T10:00:00+00:00,12.24,0.15,25.18,0
13,2026-03-23T11:00:00+00:00,12.33,1.45,4.1,0
13,2026-03-23T12:00:00+00:00,13.15,0.45,19.52,0
14,2026-03-20T13:00:00+00:00,12.25,1.19,23.3,0
14,2026-03-20T14:00:00+00:00,12.46,0.0,17.56,0
14,2026-03-20T15:00:00+00:00,11.36,0.17,10.68,0
14,2026-03-20T16:00:00+00:00,9.95,0.0,19.34,0
14,2026-03-20T17:00:00+00:00,6.98,2.45,17.4,0
14,2026-03-20T18:00:00+00:00,9.22,0.28,14.39,0
14,2026-03-20T19:00:00+00:00,9.27,0.6,5.72,0
14,2026-03-20T20:00:00+00:00,6.67,2.12,13.44,0
14,2026-03-20T21:00:00+00:00,1.37,0.57,12.75,0
14,2026-03-20T22:00:00+00:00,4.7,0.6,19.9,0
14,2026-03-20T23:00:00+00:00,5.9,0.14,26.9,0
14,2026-03-21T00:00:00+00:00,4.26,0.0,18.24,0
14,2026-03-21T01:00:00+00:00,4.89,0.18,14.22,0
14,2026-03-21T02:00:00+00:00,3.11,0.0,16.25,0
14,2026-03-21T03:00:00+00:00,6.26,0.36,17.2,0
14,2026-03-21T04:00:00+00:00,8.94,1.11,14.84,0
14,2026-03-21T05:00:00+00:00,6.81,0.0,4.87,0
14,2026-03-21T06:00:00+00:00,11.5,0.0,13.78,0
14,2026-03-21T07:00:00+00:00,8.76,1.98,16.48,0
14,2026-03-21T08:00:00+00:00,12.97,1.47,24.62,0
14,2026-03-21T09:00:00+00:00,10.84,0.64,23.91,0
14,2026-03-21T10:00:00+00:00,10.67,0.03,22.96,0
14,2026-03-21T11:00:00+00:00,14.31,0.18,11.09,0
14,2026-03-21T12:00:00+00:00,12.35,0.0,19.5,0
14,2026-03-21T13:00:00+00:00,12.69,1.2,16.07,0
14,2026-03-21T14:00:00+00:00,12.34,3.42,24.56,0
14,2026-03-21T15:00:00+00:00,10.05,1.3,19.75,0
14,2026-03-21T16:00:00+00:00,9.63,0.67,11.55,0
14,2026-03-21T17:00:00+00:00,9.15,1.21,14.68,0
14,2026-03-21T18:00:00+00:00,5.95,0.64,10.07,0
14,2026-03-21T19:00:00+00:00,7.29,1.3,10.6,0
14,2026-03-21T20:00:00+00:00,10.03,0.35,20.96,0
14,2026-03-21T21:00:00+00:00,6.37,0.06,13.44,0
14,2026-03-21T22:00:00+00:00,3.91,0.87,17.9,0
14,2026-03-21T23:00:00+00:00,4.79,1.6,16.72,0
14,2026-03-22T00:00:00+00:00,8.52,0.0,9.8,0
14,2026-03-22T01:00:00+00:00,3.82,0.0,14.23,0
14,2026-03-22T02:00:00+00:00,4.53,0.76,12.33,0
14,2026-03-22T03:00:00+00:00,7.67,1.92,20.27,0
14,2026-03-22T04:00:00+00:00,5.02,0.33,4.3,0
14,2026-03-22T05:00:00+00:00,6.48,0.0,18.16,0
14,2026-03-22T06:00:00+00:00,7.3,0.0,16.96,0
14,2026-03-22T07:00:00+00:00,9.04,0.25,20.16,0
14,2026-03-22T08:00:00+00:00,10.37,2.05,6.88,0
14,2026-03-22T09:00:00+00:00,11.89,0.88,1.37,0
14,2026-03-22T10:00:00+00:00,10.64,0.14,16.96,0
14,2026-03-22T11:00:00+00:00,10.97,1.73,10.9,0
14,2026-03-22T12:00:00+00:00,12.91,0.22,14.01,0
14,2026-03-22T13:00:00+00:00,12.23,2.76,22.52,0
14,2026-03-22T14:00:00+00:00,12.41,0.86,16.37,0
14,2026-03-22T15:00:00+00:00,10.11,0.33,20.88,0
14,2026-03-22T16:00:00+00:00,12.05,0.1,18.31,0
14,2026-03-22T17:00:00+00:00,11.13,1.71,24.92,0
14,2026-03-22T18:00:00+00:00,10.5,1.48,10.58,0
14,2026-03-22T19:00:00+00:00,7.09,0.22,13.88,0
14,2026-03-22T20:00:00+00:00,5.0,0.0,24.03,0
14,2026-03-22T21:00:00+00:00,6.66,0.46,11.86,0
14,2026-03-22T22:00:00+00:00,8.0,1.27,15.75,0
14,2026-03-22T23:00:00+00:00,6.76,0.39,16.91,0
14,2026-03-23T00:00:00+00:00,4.79,0.0,16.9,0
14,2026-03-23T01:00:00+00:00,2.81,1.77,17.7,0
14,2026-03-23T02:00:00+00:00,4.84,0.69,20.82,0
14,2026-03-23T03:00:00+00:00,5.33,0.91,16.5,0
14,2026-03-23T04:00:00+00:00,7.29,0.69,17.36,0
14,2026-03-23T05:00:00+00:00,7.06,0.87,11.76,0
14,2026-03-23T06:00:00+00:00,8.71,1.09,17.31,0
14,2026-03-23T07:00:00+00:00,8.92,1.37,19.3,0
14,2026-03-23T08:00:00+00:00,7.08,0.23,2.83,0
14,2026-03-23T09:00:00+00:00,14.37,0.52,18.08,0
14,2026-03-23T10:00:00+00:00,12.32,0.05,3.27,0
14,2026-03-23T11:00:00+00:00,15.02,3.71,15.8,0
14,2026-03-23T12:00:00+00:00,13.78,0.0,15.59,0
15,2026-03-20T13:00:00+00:00,11.54,0.8,14.32,0
15,2026-03-20T14:00:00+00:00,13.93,0.63,22.21,0
15,2026-03-20T15:00:00+00:00,11.48,0.0,13.47,0
15,2026-03-20T16:00:00+00:00,11.44,0.0,6.93,0
15,2026-03-20T17:00:00+00:00,11.52,0.0,15.31,0
15,2026-03-20T18:00:00+00:00,7.19,0.17,4.87,0
15,2026-03-20T19:00:00+00:00,7.18,0.0,11.49,0
15,2026-03-20T20:00:00+00:00,8.03,0.38,18.06,0
15,2026-03-20T21:00:00+00:00,2.54,0.03,18.58,0
15,2026-03-20T22:00:00+00:00,4.02,0.0,14.01,0
15,2026-03-20T23:00:00+00:00,4.18,0.41,19.59,0
15,2026-03-21T00:00:00+00:00,6.77,1.14,14.04,0
15,2026-03-21T01:00:00+00:00,7.47,2.61,6.29,0
15,2026-03-21T02:00:00+00:00,7.41,0.86,25.43,0
15,2026-03-21T03:00:00+00:00,3.07,1.29,25.29,0
15,2026-03-21T04:00:00+00:00,7.07,1.08,19.4,0
15,2026-03-21T05:00:00+00:00,9.07,0.0,12.12,0
15,2026-03-21T06:00:00+00:00,10.19,0.81,20.73,0
15,2026-03-21T07:00:00+00:00,9.03,2.46,23.74,0
15,2026-03-21T08:00:00+00:00,15.26,0.75,14.56,0
15,2026-03-21T09:00:00+00:00,12.94,0.0,12.39,0
15,2026-03-21T10:00:00+00:00,13.39,0.86,18.55,0
15,2026-03-21T11:00:00+00:00,11.35,2.07,18.18,0
15,2026-03-21T12:00:00+00:00,15.83,0.53,6.38,0
15,2026-03-21T13:00:00+00:00,13.56,0.17,17.38,0
15,2026-03-21T14:00:00+00:00,12.15,2.04,22.72,0
15,2026-03-21T15:00:00+00:00,11.15,0.1,9.77,0
15,2026-03-21T16:00:00+00:00,8.72,1.47,14.88,0
15,2026-03-21T17:00:00+00:00,11.05,1.62,9.41,0
15,2026-03-21T18:00:00+00:00,11.57,0.0,17.05,0
15,2026-03-21T19:00:00+00:00,5.61,0.0,20.13,0
15,2026-03-21T20:00:00+00:00,10.1,0.0,13.91,0
15,2026-03-21T21:00:00+00:00,4.91,0.65,16.19,0
15,2026-03-21T22:00:00+00:00,5.29,0.44,9.15,0
15,2026-03-21T23:00:00+00:00,4.93,0.25,6.96,0
15,2026-03-22T00:00:00+00:00,5.35,0.76,7.92,0
15,2026-03-22T01:00:00+00:00,10.15,0.55,20.23,0
15,2026-03-22T02:00:00+00:00,5.25,0.74,7.37,0
15,2026-03-22T03:00:00+00:00,7.34,0.73,16.52,0
15,2026-03-22T04:00:00+00:00,7.73,0.42,9.1,0
15,2026-03-22T05:00:00+00:00,9.68,0.48,17.43,0
15,2026-03-22T06:00:00+00:00,6.45,0.0,17.87,0
15,2026-03-22T07:00:00+00:00,12.22,0.0,11.47,0
15,2026-03-22T08:00:00+00:00,9.94,0.0,16.14,0
15,2026-03-22T09:00:00+00:00,12.25,0.99,21.31,0
15,2026-03-22T10:00:00+00:00,14.75,0.13,9.1,0
15,2026-03-22T11:00:00+00:00,11.49,0.0,20.54,0
15,2026-03-22T12:00:00+00:00,9.0,0.39,13.93,0
15,2026-03-22T13:00:00+00:00,13.17,0.38,1.85,0
15,2026-03-22T14:00:00+00:00,14.26,0.89,24.79,0
15,2026-03-22T15:00:00+00:00,10.52,0.01,17.5,0
15,2026-03-22T16:00:00+00:00,10.34,2.1,12.86,0
15,2026-03-22T17:00:00+00:00,9.06,0.0,11.81,0
15,2026-03-22T18:00:00+00:00,8.73,0.57,14.83,0
15,2026-03-22T19:00:00+00:00,7.31,0.98,16.31,0
15,2026-03-22T20:00:00+00:00,4.77,1.03,12.55,0
15,2026-03-22T21:00:00+00:00,6.94,0.86,16.03,0
15,2026-03-22T22:00:00+00:00,4.4,0.46,7.72,0
15,2026-03-22T23:00:00+00:00,5.27,1.49,11.35,0
15,2026-03-23T00:00:00+00:00,5.54,0.56,13.89,0
15,2026-03-23T01:00:00+00:00,4.6,0.22,16.55,0
15,2026-03-23T02:00:00+00:00,5.21,0.49,18.11,0
15,2026-03-23T03:00:00+00:00,4.15,1.51,13.76,0
15,2026-03-23T04:00:00+00:00,8.9,1.52,21.15,0
15,2026-03-23T05:00:00+00:00,5.43,1.15,15.94,0
15,2026-03-23T06:00:00+00:00,8.11,0.2,21.7,0
15,2026-03-23T07:00:00+00:00,7.69,0.0,13.95,0
15,2026-03-23T08:00:00+00:00,8.96,0.66,9.02,0
15,2026-03-23T09:00:00+00:00,14.02,0.0,22.86,0
15,2026-03-23T10:00:00+00:00,11.13,2.45,17.78,0
15,2026-03-23T11:00:00+00:00,13.83,0.87,15.29,0
15,2026-03-23T12:00:00+00:00,12.22,0.19,21.67,0
